@RELATION accuracy

@ATTRIBUTE id STRING
@ATTRIBUTE overlap NUMERIC
@ATTRIBUTE F NUMERIC
@ATTRIBUTE lesk NUMERIC
@ATTRIBUTE cosine NUMERIC
@ATTRIBUTE questionOverlap NUMERIC
@ATTRIBUTE questionF NUMERIC
@ATTRIBUTE questionLesk NUMERIC
@ATTRIBUTE questionCosine NUMERIC
@ATTRIBUTE word_matching NUMERIC
@ATTRIBUTE neg_word_match NUMERIC
@ATTRIBUTE num_match NUMERIC
@ATTRIBUTE synonym_match NUMERIC
@ATTRIBUTE antonym_match NUMERIC
@ATTRIBUTE wup_similarity NUMERIC
@ATTRIBUTE q_neg_word_match NUMERIC
@ATTRIBUTE q_num_match NUMERIC
@ATTRIBUTE q_synonym_match NUMERIC
@ATTRIBUTE q_antonym_match NUMERIC
@ATTRIBUTE q_wup_similarity NUMERIC
@ATTRIBUTE accuracy {correct,partially_correct_incomplete,contradictory,irrelevant,non_domain}

@DATA
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj15-l1.qa232,2,0.210526315789474,0.0227272727272727,0.21320071635561,2,0.16,0.0147058823529412,0.171498585142509,0.166666666667,0,0,0,0,0.499938949939,0,0,0,0,0.411263736264,partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj15-l1.qa233,1,0.133333333333333,0.0227272727272727,0.150755672288882,1,0.0952380952380952,0.0147058823529412,0.121267812518166,0.0,0,0,0,0,0.642735042735,0,0,0,0,0.515384615385,partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj18-l1.qa182,7,0.777777777777778,0.234567901234568,0.777777777777778,5,0.384615384615385,0.0849673202614379,0.404226041727222,0.416666666667,-1,0,0,0,0.4,-1,0,0,0,0.4,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj19-l1.qa240,4,0.470588235294118,0.138888888888889,0.471404520791032,3,0.24,0.0661764705882353,0.257247877713763,0.333333333333,0,0,0,0,0.392361111111,0,0,0,0,0.350490196078,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj19-l1.qa241,6,0.705882352941177,0.25,0.707106781186548,3,0.24,0.0220588235294118,0.257247877713763,0.25,0,-1,0,-1,0.503819444444,0,-1,0,-1,0.451041666667,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj19-l1.qa242,1,0.181818181818182,0.0555555555555556,0.235702260395516,0,0,0,0,0.0,0,0,0,0,0.125,0,0,0,0,0.235294117647,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj22-l1.qa208,3,0.315789473684211,0.0520833333333333,0.319801074533416,1,0.08,0.00735294117647059,0.0857492925712544,0.25,0,0,0,-1,0.555555555556,0,0,0,0,0.410763888889,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj22-l1.qa209,8,0.8,0.282828282828283,0.80403025220737,4,0.285714285714286,0.0213903743315508,0.292508969650852,0.333333333333,0,0,0,-1,0.29696969697,0,0,0,-1,0.239572192513,partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj23-l1.qa185,7,0.823529411764706,0.513888888888889,0.824957911384306,5,0.4,0.0955882352941176,0.428746462856272,0.416666666667,0,0,0,0,0.444444444444,0,0,0,0,0.444444444444,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj23-l1.qa186,8,0.941176470588235,0.694444444444444,0.942809041582063,4,0.32,0.0441176470588235,0.342997170285018,0.333333333333,0,0,0,-1,0.362962962963,0,0,0,-1,0.377777777778,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj24-l1.qa219,0,0,0,0,0,0,0,0,0.0,-1,0,0,0,0.240196078431,-1,0,0,0,0.281862745098,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj24-l1.qa220,9,0.461538461538462,0.062962962962963,0.547722557505166,9,0.382978723404255,0.0215686274509804,0.398526698493043,0.416666666667,0,-1,0,-1,0.331440162272,0,0,0,-1,0.314842409112,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj26-l1.qa226,2,0.266666666666667,0.0454545454545455,0.301511344577764,1,0.0952380952380952,0.0147058823529412,0.121267812518166,0.0833333333333,-1,0,0,0,0.504166666667,-1,0,0,0,0.504166666667,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj26-l1.qa227,2,0.307692307692308,0.0555555555555556,0.333333333333333,1,0.0952380952380952,0.0147058823529412,0.121267812518166,0.166666666667,0,0,0,0,0.5,0,0,0,0,0.416666666667,partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj27-l1.qa206,1,0.153846153846154,0.0277777777777778,0.166666666666667,1,0.0952380952380952,0.0147058823529412,0.121267812518166,0.0,0,0,0,0,0.420512820513,0,0,0,0,0.432051282051,partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj27-l1.qa207,1,0.153846153846154,0.0277777777777778,0.166666666666667,0,0,0,0,0.0,-1,0,0,0,0.323489010989,-1,0,0,0,0.316277472527,partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj27-l1.qa208,1,0.153846153846154,0.0277777777777778,0.166666666666667,1,0.0952380952380952,0.0147058823529412,0.121267812518166,0.0,0,0,0,0,0.437179487179,0,0,0,0,0.448717948718,partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj29-l1.qa202,9,0.947368421052632,0.211111111111111,0.948683298050514,6,0.444444444444444,0.0588235294117647,0.460178993308422,0.666666666667,-1,0,0,0,0.6,-1,0,0,0,0.490196078431,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj30-l1.qa193,1,0.125,0.0181818181818182,0.134839972492648,1,0.0909090909090909,0.0117647058823529,0.108465228909328,0.0,0,0,0,0,0.514188034188,0,0,0,0,0.412307692308,partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj30-l1.qa194,4,0.470588235294118,0.111111111111111,0.471404520791032,3,0.24,0.0220588235294118,0.257247877713763,0.333333333333,0,0,0,0,0.617361111111,0,0,0,0,0.504901960784,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj30-l1.qa195,3,0.4,0.25,0.5,2,0.2,0.0392156862745098,0.280056016805602,0.333333333333,0,0,0,0,1.0,0,0,0,0,0.745098039216,partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj31-l1.qa202,9,0.580645161290323,0.166666666666667,0.606779876216918,7,0.378378378378378,0.0441176470588235,0.379628301182648,0.5,0,0,0,-1,0.416666666667,0,0,0,-1,0.433333333333,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj33-l1.qa196,6,0.545454545454545,0.0707070707070707,0.545454545454545,5,0.357142857142857,0.0374331550802139,0.365636212063565,0.416666666667,-1,0,0,0,0.375641025641,-1,0,0,0,0.373018648019,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj33-l1.qa197,1,0.153846153846154,0.0277777777777778,0.166666666666667,1,0.0952380952380952,0.0147058823529412,0.121267812518166,0.0833333333333,0,0,0,0,0.410256410256,0,0,0,0,0.271367521368,non_domain
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj35-l1.qa204,5,0.588235294117647,0.236111111111111,0.58925565098879,4,0.32,0.0588235294117647,0.342997170285018,0.333333333333,0,0,0,0,0.548014077426,0,0,0,0,0.544351073763,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj35-l1.qa206,4,0.363636363636364,0.0341880341880342,0.369800130816819,5,0.333333333333333,0.0226244343891403,0.336336396998156,0.333333333333,0,0,0,-1,0.355952380952,0,0,0,-1,0.383473389356,irrelevant
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj36-l1.qa213,7,0.777777777777778,0.259259259259259,0.777777777777778,4,0.307692307692308,0.0392156862745098,0.323380833381777,0.416666666667,0,0,0,0,0.444444444444,0,0,0,0,0.359477124183,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj36-l1.qa214,6,0.75,0.285714285714286,0.755928946018454,2,0.166666666666667,0.0168067226890756,0.183339699405642,0.333333333333,0,0,0,0,0.285714285714,0,0,0,0,0.176470588235,partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj36-l1.qa215,7,0.823529411764706,0.291666666666667,0.824957911384306,3,0.24,0.0220588235294118,0.257247877713763,0.333333333333,0,0,0,0,0.375,0,0,0,0,0.279411764706,partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj36-l1.qa216,3,0.352941176470588,0.0714285714285714,0.358568582800318,1,0.0833333333333333,0.00840336134453781,0.0916698497028211,0.0833333333333,-1,0,0,0,0.268864468864,-1,0,0,0,0.246886446886,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj37-l1.qa182,7,0.736842105263158,0.166666666666667,0.737864787372622,4,0.296296296296296,0.0352941176470588,0.306785995538948,0.416666666667,-1,0,0,0,0.4,-1,0,0,0,0.323529411765,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj37-l1.qa183,8,0.842105263157895,0.244444444444444,0.843274042711568,5,0.37037037037037,0.0529411764705882,0.383482494423685,0.5,-1,0,0,0,0.5,-1,0,0,0,0.423529411765,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj38-l1.qa187,6,0.705882352941177,0.166666666666667,0.707106781186548,2,0.16,0.0147058823529412,0.171498585142509,0.333333333333,-1,0,0,0,0.25,-1,0,0,0,0.154411764706,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj38-l1.qa188,7,0.777777777777778,0.209876543209877,0.777777777777778,5,0.384615384615385,0.0849673202614379,0.404226041727222,0.416666666667,-1,0,0,0,0.444444444444,-1,0,0,0,0.444444444444,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj39-l1.qa224,7,0.636363636363636,0.0925925925925926,0.639009650422694,5,0.344827586206897,0.0343137254901961,0.350070021007002,0.416666666667,0,0,0,0,0.461437908497,0,0,0,0,0.414379084967,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj39-l1.qa225,3,0.352941176470588,0.0694444444444444,0.353553390593274,2,0.16,0.0294117647058824,0.171498585142509,0.25,-1,0,0,0,0.450329939668,-1,0,0,0,0.446724170437,irrelevant
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj39-l1.qa226,3,0.375,0.0793650793650794,0.377964473009227,3,0.25,0.0420168067226891,0.275009549108463,0.25,0,0,0,0,0.593234216764,0,0,0,0,0.599827623357,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj39-l1.qa227,6,0.6,0.148148148148148,0.603022689155527,4,0.307692307692308,0.0392156862745098,0.323380833381777,0.416666666667,0,0,0,0,0.451851851852,0,0,0,0,0.389106753813,partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj40-l1.qa215,8,0.695652173913043,0.174603174603175,0.712696645099798,6,0.387096774193548,0.0336134453781513,0.388922234131299,0.333333333333,0,-1,0,0,0.232142857143,0,0,0,0,0.231092436975,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj40-l1.qa216,8,0.666666666666667,0.162962962962963,0.688530372659096,6,0.375,0.0313725490196078,0.37573457465109,0.333333333333,0,-1,0,0,0.279411764706,0,0,0,0,0.278431372549,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj40-l1.qa217,6,0.545454545454545,0.171717171717172,0.545454545454545,5,0.357142857142857,0.0909090909090909,0.365636212063565,0.416666666667,-1,0,0,0,0.375641025641,-1,0,0,0,0.373018648019,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj40-l1.qa218,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.250980392157,0,0,0,0,0.405147058824,non_domain
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj40-l1.qa219,2,0.285714285714286,0.0444444444444444,0.298142396999972,1,0.0909090909090909,0.0117647058823529,0.108465228909328,0.166666666667,0,-1,0,0,0.354166666667,0,-1,0,0,0.335375816993,partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj42-l1.qa202,5,0.5,0.123456790123457,0.502518907629606,4,0.307692307692308,0.065359477124183,0.323380833381777,0.333333333333,-1,0,0,0,0.306666666667,-1,0,0,0,0.326666666667,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj42-l1.qa203,4,0.5,0.158730158730159,0.50395263067897,2,0.166666666666667,0.0168067226890756,0.183339699405642,0.166666666667,0,0,0,0,0.383823529412,0,0,0,0,0.433823529412,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj42-l1.qa204,7,0.736842105263158,0.166666666666667,0.737864787372622,5,0.37037037037037,0.0411764705882353,0.383482494423685,0.416666666667,-1,0,0,0,0.436363636364,-1,0,0,0,0.385026737968,partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj43-l1.qa201,9,0.818181818181818,0.151515151515152,0.818181818181818,7,0.5,0.0802139037433155,0.511890696888991,0.583333333333,0,0,0,0,0.551515151515,0,0,0,0,0.539393939394,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj45-l1.qa192,7,0.636363636363636,0.12037037037037,0.639009650422694,6,0.413793103448276,0.0686274509803922,0.420084025208403,0.416666666667,0,0,0,0,0.422222222222,0,0,0,0,0.438888888889,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj45-l1.qa193,7,0.666666666666667,0.166666666666667,0.667423812471915,5,0.37037037037037,0.0529411764705882,0.383482494423685,0.5,0,0,0,0,0.585490196078,0,0,0,0,0.509019607843,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj46-l1.qa206,4,0.571428571428571,0.133333333333333,0.596284793999944,2,0.181818181818182,0.0235294117647059,0.216930457818656,0.25,0,0,0,-1,0.453333333333,0,0,0,-1,0.48,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj46-l1.qa207,1,0.181818181818182,0.0555555555555556,0.235702260395516,1,0.105263157894737,0.0294117647058824,0.171498585142509,0.0833333333333,0,0,0,0,0.625,0,0,0,0,0.6875,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj46-l1.qa208,4,0.615384615384615,0.166666666666667,0.666666666666667,1,0.0952380952380952,0.0147058823529412,0.121267812518166,0.166666666667,0,0,0,-1,0.316666666667,0,0,0,-1,0.35,partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj47-l1.qa219,8,0.941176470588235,0.694444444444444,0.942809041582063,4,0.32,0.0441176470588235,0.342997170285018,0.333333333333,0,0,0,-1,0.408333333333,0,0,0,-1,0.425,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb1-l1.qa166,5,0.588235294117647,0.152777777777778,0.58925565098879,4,0.32,0.0294117647058824,0.342997170285018,0.333333333333,0,0,0,0,0.376470588235,0,0,0,0,0.398692810458,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb2-l1.qa170,2,0.235294117647059,0.0303030303030303,0.246182981958665,1,0.0869565217391304,0.00980392156862745,0.0990147542976674,0.0,0,0,0,0,0.315079365079,0,0,0,0,0.295798319328,partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb4-l1.qa161,4,0.571428571428571,0.222222222222222,0.596284793999944,1,0.0909090909090909,0.0117647058823529,0.108465228909328,0.166666666667,-1,0,0,0,0.4,-1,0,0,0,0.333333333333,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb6-l1.qa162,5,0.555555555555556,0.111111111111111,0.555555555555556,3,0.230769230769231,0.0326797385620915,0.242535625036333,0.416666666667,-1,-1,0,0,0.488888888889,-1,-1,0,0,0.356862745098,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb7-l1.qa159,3,0.4,0.25,0.5,0,0,0,0,0.25,0,0,0,0,0.75,0,0,0,0,0.09375,irrelevant
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb9-l1.qa175,8,0.842105263157895,0.244444444444444,0.843274042711568,5,0.37037037037037,0.0529411764705882,0.383482494423685,0.5,-1,0,0,0,0.454545454545,-1,0,0,0,0.385026737968,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb10-l1.qa159,2,0.235294117647059,0.0277777777777778,0.235702260395516,3,0.24,0.0220588235294118,0.257247877713763,0.166666666667,0,0,0,-1,0.499938949939,0,0,0,-1,0.45293040293,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb12-l1.qa165,3,0.333333333333333,0.125,0.353553390593274,0,0,0,0,0.25,0,0,0,0,0.583333333333,0,0,0,0,0.145833333333,partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb13-l1.qa161,8,0.727272727272727,0.138888888888889,0.730296743340221,6,0.413793103448276,0.0490196078431373,0.420084025208403,0.5,0,0,0,0,0.466666666667,0,0,0,0,0.42322775264,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb15-l1.qa161,5,0.555555555555556,0.135802469135802,0.555555555555556,2,0.153846153846154,0.0261437908496732,0.161690416690889,0.25,-1,0,0,0,0.25,-1,0,0,0,0.18954248366,partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb16-l1.qa161,2,0.285714285714286,0.0444444444444444,0.298142396999972,1,0.0909090909090909,0.0117647058823529,0.108465228909328,0.0833333333333,-1,0,0,0,0.271895424837,-1,0,0,0,0.160784313725,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb18-l1.qa171,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.245751633987,0,0,0,0,0.406862745098,non_domain
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb19-l1.qa164,8,0.888888888888889,0.493827160493827,0.888888888888889,5,0.384615384615385,0.0588235294117647,0.404226041727222,0.5,0,0,0,0,0.5,0,0,0,0,0.423529411765,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb20-l1.qa171,6,0.705882352941177,0.194444444444444,0.707106781186548,5,0.4,0.0955882352941176,0.428746462856272,0.416666666667,0,0,0,0,0.543209876543,0,0,0,0,0.481481481481,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb22-l1.qa170,5,0.588235294117647,0.236111111111111,0.58925565098879,3,0.24,0.0367647058823529,0.257247877713763,0.333333333333,0,0,0,0,0.40625,0,0,0,0,0.338235294118,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb25-l1.qa164,2,0.285714285714286,0.0888888888888889,0.298142396999972,0,0,0,0,0.0833333333333,-1,0,0,0,0.166666666667,-1,0,0,0,0.111111111111,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb26-l1.qa160,3,0.428571428571429,0.2,0.447213595499958,0,0,0,0,0.0833333333333,-1,0,0,0,0.166666666667,-1,0,0,0,0.111111111111,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb27-l1.qa159,9,1,1,1,4,0.307692307692308,0.0392156862745098,0.323380833381777,0.416666666667,0,0,0,-1,0.474074074074,0,0,0,-1,0.403921568627,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb28-l1.qa164,2,0.285714285714286,0.0444444444444444,0.298142396999972,1,0.0909090909090909,0.0117647058823529,0.108465228909328,0.0833333333333,0,-1,0,0,0.209325396825,0,-1,0,0,0.209325396825,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb29-l1.qa163,4,0.470588235294118,0.138888888888889,0.471404520791032,1,0.08,0.00735294117647059,0.0857492925712544,0.166666666667,-1,0,0,0,0.25,-1,0,0,0,0.208333333333,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb30-l1.qa166,4,0.470588235294118,0.138888888888889,0.471404520791032,1,0.08,0.00735294117647059,0.0857492925712544,0.166666666667,-1,0,0,0,0.222222222222,-1,0,0,0,0.185185185185,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb31-l1.qa159,1,0.142857142857143,0.0222222222222222,0.149071198499986,1,0.0909090909090909,0.0117647058823529,0.108465228909328,0.0,0,0,0,0,0.33641025641,0,0,0,0,0.345641025641,partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb32-l1.qa163,1,0.133333333333333,0.0185185185185185,0.136082763487954,1,0.0869565217391304,0.00980392156862745,0.0990147542976674,0.0,0,0,0,0,0.325303454715,0,0,0,0,0.274509803922,contradictory
