@RELATION accuracy

@ATTRIBUTE id STRING
@ATTRIBUTE overlap NUMERIC
@ATTRIBUTE F NUMERIC
@ATTRIBUTE lesk NUMERIC
@ATTRIBUTE cosine NUMERIC
@ATTRIBUTE questionOverlap NUMERIC
@ATTRIBUTE questionF NUMERIC
@ATTRIBUTE questionLesk NUMERIC
@ATTRIBUTE questionCosine NUMERIC
@ATTRIBUTE accuracy {correct,partially_correct_incomplete,contradictory,irrelevant,non_domain}

@DATA
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj39-l1.qa233,11,0.916666666666667,0.3125,0.916666666666667,6,0.428571428571429,0.0520833333333333,0.433012701892219,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj40-l1.qa224,11,1,1,1,6,0.444444444444444,0.204545454545455,0.452267016866645,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj42-l1.qa207,7,0.736842105263158,0.166666666666667,0.737864787372622,5,0.4,0.0486111111111111,0.416666666666667,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbjb5-l1.qa172,3,0.5,0.15625,0.530330085889911,1,0.1,0.015625,0.125,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbjb11-l1.qa167,10,0.833333333333333,0.222222222222222,0.833333333333333,6,0.428571428571429,0.0729166666666667,0.433012701892219,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbjb13-l1.qa164,7,0.7,0.153846153846154,0.7,5,0.384615384615385,0.05625,0.395284707521047,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbjb18-l1.qa174,0,0,0,0,0,0,0,0,non_domain
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbjb20-l1.qa174,10,0.8,0.217948717948718,0.800640769025436,6,0.413793103448276,0.0480769230769231,0.416025147168922,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbjb28-l1.qa167,3,0.5,0.15625,0.530330085889911,1,0.1,0.015625,0.125,correct
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj3-l1.qa208,6,0.555555555555556,0.180555555555556,0.58925565098879,5,0.37037037037037,0.138888888888889,0.372677996249965,correct
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj8-l1.qa243,3,0.272727272727273,0.0333333333333333,0.273861278752583,1,0.08,0.00666666666666667,0.0816496580927726,partially_correct_incomplete
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj10-l1.qa228,3,0.545454545454545,0.166666666666667,0.547722557505166,1,0.1,0.0133333333333333,0.115470053837925,contradictory
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj10-l1.qa230,5,0.5,0.121212121212121,0.502518907629606,3,0.230769230769231,0.0181818181818182,0.233549683248457,contradictory
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj15-l1.qa248,3,0.4,0.0555555555555556,0.408248290463863,4,0.333333333333333,0.0592592592592593,0.344265186329548,correct
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj19-l1.qa267,2,0.363636363636364,0.0666666666666667,0.365148371670111,2,0.2,0.0533333333333333,0.23094010767585,correct
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj29-l1.qa217,7,0.736842105263158,0.166666666666667,0.737864787372622,5,0.4,0.166666666666667,0.408248290463863,correct
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj30-l1.qa210,4,0.545454545454545,0.166666666666667,0.547722557505166,0,0,0,0,correct
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj47-l1.qa239,6,0.625,0.416666666666667,0.645497224367903,4,0.32,0.0666666666666667,0.32659863237109,partially_correct_incomplete
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbjb29-l1.qa177,3,0.272727272727273,0.0416666666666667,0.273861278752583,2,0.148148148148148,0.0111111111111111,0.149071198499986,contradictory
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbjb31-l1.qa173,3,0.5,0.138888888888889,0.5,0,0,0,0,partially_correct_incomplete
FaultFinding-BULB_ONLY_EXPLAIN_WHY4.sbj31-l1.qa218,6,0.526315789473684,0.320512820512821,0.566138517072298,6,0.428571428571429,0.0615384615384615,0.42966892442366,correct
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbj22-l1.qa232,4,0.266666666666667,0.0248447204968944,0.31524416249564,6,0.307692307692308,0.0271739130434783,0.312771621085612,partially_correct_incomplete
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbj22-l1.qa234,3,0.375,0.0793650793650794,0.377964473009227,3,0.24,0.0347222222222222,0.25,partially_correct_incomplete
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbj27-l1.qa228,4,0.533333333333333,0.185185185185185,0.544331053951817,1,0.0909090909090909,0.0104166666666667,0.102062072615966,partially_correct_incomplete
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbj39-l1.qa249,3,0.4,0.0892857142857143,0.400891862868637,4,0.333333333333333,0.046875,0.353553390593274,contradictory
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbjb15-l1.qa177,4,0.470588235294118,0.222222222222222,0.471404520791032,1,0.0833333333333333,0.0078125,0.0883883476483184,correct
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbjb20-l1.qa188,3,0.428571428571429,0.0612244897959184,0.428571428571429,4,0.347826086956522,0.0714285714285714,0.377964473009227,contradictory
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbjb34-l1.qa175,7,0.736842105263158,0.233333333333333,0.737864787372622,6,0.461538461538462,0.1625,0.474341649025257,correct
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj8-l1.qa257,4,0.347826086956522,0.126984126984127,0.356348322549899,5,0.263157894736842,0.0267857142857143,0.272772362794991,contradictory
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj10-l1.qa247,6,0.48,0.051948051948052,0.483493778415228,8,0.457142857142857,0.0378787878787879,0.492365963917331,partially_correct_incomplete
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj10-l1.qa248,5,0.32258064516129,0.0326797385620915,0.324101861776082,9,0.439024390243902,0.0318627450980392,0.445566394339503,partially_correct_incomplete
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj23-l1.qa211,6,0.387096774193548,0.065359477124183,0.388922234131299,5,0.24390243902439,0.0122549019607843,0.247536885744169,contradictory
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj23-l1.qa213,3,0.375,0.128571428571429,0.404519917477945,1,0.0689655172413793,0.00833333333333333,0.0912870929175277,partially_correct_incomplete
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj26-l1.qa260,4,0.275862068965517,0.019047619047619,0.276026223736942,2,0.102564102564103,0.00555555555555556,0.105409255338946,contradictory
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj36-l1.qa243,4,0.333333333333333,0.0428571428571429,0.338061701891407,2,0.117647058823529,0.00833333333333333,0.129099444873581,contradictory
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj40-l1.qa254,3,0.285714285714286,0.0272727272727273,0.286038776773678,2,0.117647058823529,0.00833333333333333,0.129099444873581,contradictory
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb6-l1.qa183,8,0.533333333333333,0.118055555555556,0.534522483824849,8,0.4,0.03125,0.408248290463863,partially_correct_incomplete
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb9-l1.qa196,6,0.315789473684211,0.0689655172413793,0.371390676354104,7,0.264150943396226,0.0158045977011494,0.265334315252616,contradictory
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb11-l1.qa186,8,0.32,0.0571428571428571,0.374165738677394,10,0.338983050847458,0.0166666666666667,0.345032779671177,partially_correct_incomplete
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj3-l1.qa144,12,0.96,0.923076923076923,0.960768922830523,4,0.235294117647059,0.0146520146520147,0.242091013067521,correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj12-l1.qa134,7,0.7,0.510416666666667,0.71443450831176,3,0.206896551724138,0.0178571428571429,0.231455024943138,correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj14-l1.qa157,6,0.571428571428572,0.240740740740741,0.577350269189626,3,0.2,0.0158730158730159,0.218217890235992,correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj26-l1.qa169,0,0,0,0,0,0,0,0,irrelevant
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj27-l1.qa154,6,0.545454545454546,0.133333333333333,0.58554004376912,3,0.214285714285714,0.0340136054421769,0.247435829652697,partially_correct_incomplete
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj30-l1.qa140,11,0.846153846153846,0.410714285714286,0.848668424791506,3,0.171428571428571,0.0102040816326531,0.174963553055941,correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj35-l1.qa150,12,0.96,0.923076923076923,0.960768922830523,4,0.242424242424242,0.0238095238095238,0.251976315339485,correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj36-l1.qa155,11,0.846153846153846,0.410714285714286,0.848668424791506,3,0.171428571428571,0.0102040816326531,0.174963553055941,correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbjb1-l1.qa123,7,0.666666666666667,0.231481481481481,0.673575314054563,3,0.2,0.0158730158730159,0.218217890235992,correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbjb6-l1.qa121,2,0.25,0.0416666666666667,0.288675134594813,1,0.08,0.0119047619047619,0.109108945117996,partially_correct_incomplete
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbjb12-l1.qa123,0,0,0,0,0,0,0,0,contradictory
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbjb17-l1.qa122,3,0.272727272727273,0.0476190476190476,0.29277002188456,3,0.214285714285714,0.0204081632653061,0.247435829652697,partially_correct_incomplete
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbjb34-l1.qa118,6,0.461538461538462,0.1625,0.474341649025257,5,0.32258064516129,0.0523809523809524,0.345032779671177,contradictory
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbjb35-l1.qa119,4,0.16,0.00761904761904762,0.174574312188794,8,0.285714285714286,0.0108843537414966,0.295084445425327,contradictory
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbjb40-l1.qa119,4,0.444444444444444,0.222222222222222,0.471404520791032,2,0.148148148148148,0.0158730158730159,0.17817416127495,partially_correct_incomplete
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj8-l1.qa162,6,0.6,0.270833333333333,0.612372435695795,4,0.333333333333333,0.046875,0.353553390593274,correct
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj9-l1.qa132,8,0.615384615384615,0.19047619047619,0.617213399848368,5,0.333333333333333,0.0758928571428571,0.33407655239053,contradictory
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj9-l1.qa134,4,0.421052631578947,0.19047619047619,0.436435780471985,1,0.0869565217391304,0.00892857142857143,0.0944911182523068,contradictory
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj13-l1.qa157,7,0.636363636363636,0.316239316239316,0.647150228929434,3,0.24,0.0208333333333333,0.25,correct
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj14-l1.qa154,3,0.24,0.0333333333333333,0.244948974278318,0,0,0,0,partially_correct_incomplete
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj24-l1.qa148,1,0.133333333333333,0.0277777777777778,0.166666666666667,1,0.105263157894737,0.0208333333333333,0.144337567297406,irrelevant
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj26-l1.qa166,5,0.526315789473684,0.202380952380952,0.545544725589981,3,0.260869565217391,0.0446428571428571,0.28347335475692,partially_correct_incomplete
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj31-l1.qa143,4,0.347826086956522,0.0461538461538462,0.350823207722812,4,0.307692307692308,0.025,0.316227766016838,contradictory
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj36-l1.qa152,7,0.666666666666667,0.268518518518519,0.673575314054563,4,0.32,0.0416666666666667,0.333333333333333,partially_correct_incomplete
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj42-l1.qa149,2,0.222222222222222,0.0307692307692308,0.248069469178417,1,0.0952380952380952,0.0125,0.111803398874989,contradictory
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj46-l1.qa151,3,0.375,0.104166666666667,0.433012701892219,1,0.1,0.015625,0.125,partially_correct_incomplete
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj47-l1.qa167,2,0.222222222222222,0.0277777777777778,0.235702260395516,1,0.0909090909090909,0.0104166666666667,0.102062072615966,contradictory
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbjb12-l1.qa122,0,0,0,0,0,0,0,0,contradictory
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbjb13-l1.qa119,3,0.260869565217391,0.0227272727272727,0.261116483933547,3,0.222222222222222,0.0170454545454545,0.226133508433323,contradictory
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbjb27-l1.qa117,5,0.344827586206897,0.120192307692308,0.346687622640768,5,0.3125,0.03515625,0.3125,partially_correct_incomplete
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbjb32-l1.qa121,5,0.357142857142857,0.0572916666666667,0.360843918243516,3,0.214285714285714,0.0260416666666667,0.21650635094611,contradictory
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbjb37-l1.qa117,5,0.357142857142857,0.0432692307692308,0.358057437019716,3,0.206896551724138,0.0240384615384615,0.208012573584461,partially_correct_incomplete
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbjb42-l1.qa120,2,0.16,0.0128205128205128,0.160128153805087,2,0.137931034482759,0.00961538461538462,0.138675049056307,partially_correct_incomplete
FaultFinding-VOLTAGE_AND_GAP_DISCUSS_Q.sbj8-l1.qa210,4,1,1,1,0,0,0,0,correct
FaultFinding-VOLTAGE_AND_GAP_DISCUSS_Q.sbj14-l1.qa195,0,0,0,0,0,0,0,0,non_domain
FaultFinding-VOLTAGE_AND_GAP_DISCUSS_Q.sbj24-l1.qa204,3,0.352941176470588,0.0961538461538462,0.416025147168922,10,0.5,0.056980056980057,0.533760512683624,correct
FaultFinding-VOLTAGE_AND_GAP_DISCUSS_Q.sbj26-l1.qa207,4,0.615384615384615,0.25,0.632455532033676,2,0.114285714285714,0.00925925925925926,0.136082763487954,contradictory
FaultFinding-VOLTAGE_AND_GAP_DISCUSS_Q.sbj30-l1.qa178,4,1,1,1,0,0,0,0,correct
FaultFinding-VOLTAGE_AND_GAP_DISCUSS_Q.sbjb1-l1.qa153,2,0.333333333333333,0.0625,0.353553390593274,3,0.171428571428571,0.0138888888888889,0.204124145231932,contradictory
FaultFinding-VOLTAGE_AND_GAP_DISCUSS_Q.sbjb19-l1.qa151,3,0.315789473684211,0.0714285714285714,0.358568582800318,4,0.195121951219512,0.0105820105820106,0.205737799949456,contradictory
FaultFinding-VOLTAGE_DEFINE_Q.sbj10-l1.qa239,0,0,0,0,0,0,0,0,partially_correct_incomplete
FaultFinding-VOLTAGE_DEFINE_Q.sbj13-l1.qa245,1,0.1,0.01,0.1,0,0,0,0,partially_correct_incomplete
FaultFinding-VOLTAGE_DEFINE_Q.sbj15-l1.qa253,1,0.142857142857143,0.025,0.158113883008419,0,0,0,0,contradictory
FaultFinding-VOLTAGE_DEFINE_Q.sbj23-l1.qa206,6,0.705882352941176,0.257142857142857,0.717137165600636,0,0,0,0,correct
FaultFinding-VOLTAGE_DEFINE_Q.sbj26-l1.qa254,0,0,0,0,0,0,0,0,non_domain
FaultFinding-VOLTAGE_DEFINE_Q.sbj27-l1.qa231,1,0.142857142857143,0.025,0.158113883008419,0,0,0,0,partially_correct_incomplete
FaultFinding-VOLTAGE_DEFINE_Q.sbj33-l1.qa219,0,0,0,0,0,0,0,0,non_domain
FaultFinding-VOLTAGE_DEFINE_Q.sbj34-l1.qa208,4,0.533333333333333,0.32,0.565685424949238,0,0,0,0,partially_correct_incomplete
FaultFinding-VOLTAGE_DEFINE_Q.sbj38-l1.qa207,5,0.666666666666667,0.18,0.707106781186547,1,0.25,0.0666666666666667,0.258198889747161,partially_correct_incomplete
FaultFinding-VOLTAGE_DEFINE_Q.sbj42-l1.qa240,4,0.444444444444444,0.125,0.447213595499958,0,0,0,0,partially_correct_incomplete
FaultFinding-VOLTAGE_DEFINE_Q.sbjb6-l1.qa180,3,0.333333333333333,0.0625,0.335410196624968,0,0,0,0,contradictory
FaultFinding-VOLTAGE_DEFINE_Q.sbjb9-l1.qa193,9,0.857142857142857,0.372727272727273,0.858116330321033,2,0.285714285714286,0.0606060606060606,0.348155311911396,correct
FaultFinding-VOLTAGE_DEFINE_Q.sbjb17-l1.qa181,7,0.736842105263158,0.144444444444444,0.737864787372622,0,0,0,0,correct
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbj8-l1.qa201,3,0.545454545454545,0.178571428571429,0.566946709513841,1,0.0833333333333333,0.0125,0.111803398874989,contradictory
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbj8-l1.qa202,3,0.333333333333333,0.0649350649350649,0.341881729378914,8,0.516129032258065,0.0545454545454545,0.539359889970594,contradictory
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbj8-l1.qa203,1,0.166666666666667,0.03125,0.176776695296637,1,0.0833333333333333,0.0125,0.111803398874989,non_domain
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbj12-l1.qa166,6,0.8,0.25,0.801783725737273,3,0.214285714285714,0.01875,0.237170824512628,contradictory
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbj22-l1.qa191,2,0.333333333333333,0.114285714285714,0.338061701891407,0,0,0,0,contradictory
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbj29-l1.qa184,2,0.5,0.125,0.5,0,0,0,0,contradictory
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbj29-l1.qa185,2,0.571428571428572,0.333333333333333,0.577350269189626,0,0,0,0,correct
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbj31-l1.qa186,3,0.461538461538462,0.138888888888889,0.5,6,0.413793103448276,0.0777777777777778,0.447213595499958,correct
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbj33-l1.qa176,2,0.307692307692308,0.0555555555555556,0.333333333333333,4,0.275862068965517,0.0222222222222222,0.298142396999972,contradictory
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbj33-l1.qa177,1,0.25,0.0625,0.25,2,0.166666666666667,0.025,0.223606797749979,non_domain
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbj38-l1.qa167,6,0.48,0.111111111111111,0.534522483824849,4,0.210526315789474,0.0111111111111111,0.210818510677892,contradictory
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbj38-l1.qa169,7,0.466666666666667,0.142045454545455,0.527644853011086,8,0.380952380952381,0.0272727272727273,0.381385035698237,contradictory
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbj45-l1.qa174,2,0.333333333333333,0.114285714285714,0.338061701891407,2,0.16,0.02,0.2,contradictory
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbjb1-l1.qa150,4,0.347826086956522,0.0714285714285714,0.377964473009227,11,0.611111111111111,0.134375,0.614918693812442,contradictory
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbjb11-l1.qa147,2,0.25,0.0416666666666667,0.288675134594813,4,0.25,0.0166666666666667,0.258198889747161,contradictory
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbjb15-l1.qa146,2,0.4,0.166666666666667,0.408248290463863,0,0,0,0,correct
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbjb26-l1.qa145,1,0.166666666666667,0.0285714285714286,0.169030850945703,0,0,0,0,correct
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbjb42-l1.qa147,7,0.875,0.428571428571429,0.881917103688197,1,0.0689655172413793,0.00555555555555556,0.074535599249993,correct
FaultFinding-VOLTAGE_DIFF_DISCUSS_2_Q.sbj7-l1.qa169,5,0.769230769230769,0.625,0.790569415042095,1,0.0689655172413793,0.00595238095238095,0.077151674981046,correct
FaultFinding-VOLTAGE_DIFF_DISCUSS_2_Q.sbj10-l1.qa192,1,0.25,0.0625,0.25,2,0.16,0.0238095238095238,0.218217890235992,contradictory
FaultFinding-VOLTAGE_DIFF_DISCUSS_2_Q.sbj13-l1.qa203,0,0,0,0,0,0,0,0,non_domain
FaultFinding-VOLTAGE_DIFF_DISCUSS_2_Q.sbj27-l1.qa190,7,1,1,1,2,0.142857142857143,0.0136054421768707,0.164957219768465,correct
FaultFinding-VOLTAGE_DIFF_DISCUSS_2_Q.sbj39-l1.qa206,3,0.5,0.142857142857143,0.50709255283711,0,0,0,0,contradictory
FaultFinding-VOLTAGE_DIFF_DISCUSS_2_Q.sbj48-l1.qa172,2,0.571428571428572,0.333333333333333,0.577350269189626,0,0,0,0,correct
FaultFinding-VOLTAGE_DIFF_DISCUSS_2_Q.sbjb18-l1.qa157,3,0.545454545454545,0.3,0.547722557505166,0,0,0,0,correct
FaultFinding-VOLTAGE_DIFF_DISCUSS_2_Q.sbjb24-l1.qa153,0,0,0,0,0,0,0,0,contradictory
FaultFinding-VOLTAGE_DIFF_DISCUSS_2_Q.sbjb35-l1.qa146,4,0.5,0.113636363636364,0.539359889970594,4,0.25,0.0173160173160173,0.263180677983908,contradictory
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbj7-l1.qa156,7,0.636363636363636,0.363636363636364,0.636363636363636,7,0.5,0.197860962566845,0.511890696888991,correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbj15-l1.qa194,0,0,0,0,0,0,0,0,non_domain
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbj18-l1.qa157,8,0.842105263157895,0.244444444444444,0.843274042711568,5,0.37037037037037,0.0529411764705882,0.383482494423685,correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbj34-l1.qa153,6,0.461538461538462,0.0784313725490196,0.485071250072666,8,0.470588235294118,0.055363321799308,0.470588235294118,contradictory
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbj35-l1.qa169,7,0.636363636363636,0.363636363636364,0.636363636363636,7,0.5,0.197860962566845,0.511890696888991,correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbj36-l1.qa176,5,0.555555555555556,0.160493827160494,0.555555555555556,3,0.230769230769231,0.0326797385620915,0.242535625036333,contradictory
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbj42-l1.qa168,7,0.823529411764706,0.513888888888889,0.824957911384306,5,0.4,0.0955882352941176,0.428746462856272,contradictory
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbj45-l1.qa160,2,0.19047619047619,0.0181818181818182,0.190692517849118,1,0.0740740740740741,0.00588235294117647,0.076696498884737,irrelevant
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbjb4-l1.qa136,9,0.947368421052632,0.9,0.948683298050514,4,0.296296296296296,0.0352941176470588,0.306785995538948,correct
