FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj23-l1.qa186	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	Terminal 1 is connected to the negative terminal.	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj24-l1.qa219	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	no damaged bulb	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj24-l1.qa220	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	I get a 1.5 V reading because the negative terminal of battery is connected to terminal of bulb and then bulb is then connected to postive terminal of battery	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj26-l1.qa226	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	1 has no gap	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj26-l1.qa227	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	the terminals are seperated	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj27-l1.qa206	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	there is a gap	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj27-l1.qa207	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	there is no connection	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj27-l1.qa208	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	there is a separation	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj29-l1.qa202	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	the positive battery terminal and terminal 1 are not connected	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj30-l1.qa193	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	Because there was a gap	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj30-l1.qa194	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	it was connected to a positive battery terminal	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj30-l1.qa195	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	positive battery terminal	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj31-l1.qa202	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	terminal one is connected to the negative terminal and terminal 1 is seperated from the positive terminal by a gap	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj33-l1.qa196	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	there is no gap between the posittive terminal and terminal 1	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj33-l1.qa197	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	tell me the answer	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj35-l1.qa204	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	Terminal 1 is connected tot he positive terminal.	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj35-l1.qa206	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	Voltage is the difference between a positive and negative end on a battery.	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj36-l1.qa213	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	the terminal is connected to the positive battery terminal	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj36-l1.qa214	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	the terminal is connected to the battery	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj36-l1.qa215	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	the terminal is connected to the battery terminal	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj36-l1.qa216	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	there is not gap between the terminals	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj37-l1.qa182	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	the terminal is not connected to the positive battery terminal	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj37-l1.qa183	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	terminal 1 is not connected to the positive battery terminal	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj38-l1.qa187	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	the battery is not connected to the terminal	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj38-l1.qa188	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	the positive terminal is not connected to terminal 1	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj39-l1.qa224	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	the positve battery terminal is separated by a gap at terminal 1	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj39-l1.qa225	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	Because there is no gap at terminal 1	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj39-l1.qa226	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	there is a gap at terminal 1	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj39-l1.qa227	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	the positive battery terminal is separated by a gap	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj40-l1.qa215	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	The voltage is 1.5 because thebulb terminal is connected to the battery terminal.	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj40-l1.qa216	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	the voltage is 1.5 because he bulb terminal is connected to the battery terminal.	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj40-l1.qa217	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	there is no gap between terminal 1 and the psoitive terminal	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj40-l1.qa218	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	i dint know.	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj40-l1.qa219	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	the two components are seperated.	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj42-l1.qa202	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	The positive terminal is not seperated by a gap.	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj42-l1.qa203	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	A terminal is connected to a bulb.	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj42-l1.qa204	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	A terminal is not connected to the positive battery terminal.	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj43-l1.qa201	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	the positive terminal and terminal 1 are seperated by a gap	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj45-l1.qa192	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	because the positive terminal is separated with a gap from terminal 1	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj45-l1.qa193	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	the gap separates the positive battery terminal from terminal 1	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj46-l1.qa206	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	positive connected to negative terminal	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj46-l1.qa207	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	positive charge	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj46-l1.qa208	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	terminal connected to negative	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj47-l1.qa219	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	terminal 1 is connected to the negative terminal	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb1-l1.qa166	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	The terminal is connected to a positive circuit.	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb2-l1.qa170	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	It was separted by a gap.	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb4-l1.qa161	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	the terminals are not connected	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb6-l1.qa162	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	The positive battery was not connected to terminal one.	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb7-l1.qa159	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	Different electrical states.	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb9-l1.qa175	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	Terminal 1 is not connected to the positive battery terminal.	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb10-l1.qa159	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	because there was a positive and negative connection	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb12-l1.qa165	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	Because they have different electrical states	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb13-l1.qa161	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	The positive battery terminal is separated by a gap from terminal 1.	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb15-l1.qa161	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	because it is not connected to the positive battery	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb16-l1.qa161	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	the bulb was not damaged	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb18-l1.qa171	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	I dont know	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb19-l1.qa164	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	Terminal 1 is connected to the positive battery terminal.	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb20-l1.qa171	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	Terminal 1 was connected to the positive terminal.	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb22-l1.qa170	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	it is connected to the batteries positive terminal	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb25-l1.qa164	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	Because they are not damaged.	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb26-l1.qa160	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	Because they are not connected.	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb27-l1.qa159	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	terminal 1 is connected to the negative battery terminal	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb28-l1.qa164	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	the two aren"t connected	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb29-l1.qa163	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	the terminals are not connected to each other	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb30-l1.qa166	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	the terminals are not connected to each other.	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb31-l1.qa159	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	because there is a gap	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb32-l1.qa163	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	Because their was a connected circuit.	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb34-l1.qa159	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	Terminal 1 and the positive terminal had different electrical states.	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb35-l1.qa160	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	Becuase the + was making  contact with terminal 1, closing the battery"s circuit.	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb36-l1.qa159	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	Because bulb c created a gap so then it had both a positive and negative charge.	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb37-l1.qa159	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	Its connected to the positive terminal	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb39-l1.qa162	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	The positive battery is separated by a gap with terminal 1.	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb40-l1.qa160	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	Terminal 1 is not connected to the battery.	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb41-l1.qa162	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	There was a connection between terminal 1 and the positive terminal	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb42-l1.qa162	Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.	Terminal one is not connected to the positive battery terminal	Terminal 1 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj7-l1.qa186	Explain why you got a voltage reading of 1.5 for terminal 2 and the positive terminal.	terminal 2 is not connected to the positive terminal	Terminal 2 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj8-l1.qa229	Explain why you got a voltage reading of 1.5 for terminal 2 and the positive terminal.	the positive battery terminal is seperated by a gap from terminal 2	Terminal 2 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj9-l1.qa190	Explain why you got a voltage reading of 1.5 for terminal 2 and the positive terminal.	the positive battery terminal is not connected to terminal 2.	Terminal 2 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj10-l1.qa211	Explain why you got a voltage reading of 1.5 for terminal 2 and the positive terminal.	because there is a gap between terminal two and the positive battery terminal	Terminal 2 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj12-l1.qa184	Explain why you got a voltage reading of 1.5 for terminal 2 and the positive terminal.	The positive battery terminal is separated by a gap from terminal 2	Terminal 2 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj14-l1.qa210	Explain why you got a voltage reading of 1.5 for terminal 2 and the positive terminal.	Because there was a gap between the positive battery terminal and terminal 2.	Terminal 2 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj19-l1.qa243	Explain why you got a voltage reading of 1.5 for terminal 2 and the positive terminal.	i dont know	Terminal 2 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj19-l1.qa244	Explain why you got a voltage reading of 1.5 for terminal 2 and the positive terminal.	terminal 2 has a gap	Terminal 2 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj19-l1.qa245	Explain why you got a voltage reading of 1.5 for terminal 2 and the positive terminal.	the gap in terminal 2 is postive	Terminal 2 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj19-l1.qa246	Explain why you got a voltage reading of 1.5 for terminal 2 and the positive terminal.	there is a difference between terminal 2	Terminal 2 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj22-l1.qa210	Explain why you got a voltage reading of 1.5 for terminal 2 and the positive terminal.	the positive battery terminal is separated by a gay from terminal 2	Terminal 2 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj23-l1.qa187	Explain why you got a voltage reading of 1.5 for terminal 2 and the positive terminal.	The positive battery terminal is separated by a gap from terminal 2.	Terminal 2 and the positive battery terminal are in different electrical states
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj24-l1.qa222	Explain why you got a voltage reading of 1.5 for terminal 2 and the positive terminal.	has to do something with a gap	Terminal 2 and the positive battery terminal are in different electrical states
