@RELATION accuracy

@ATTRIBUTE id STRING
@ATTRIBUTE overlap NUMERIC
@ATTRIBUTE F NUMERIC
@ATTRIBUTE lesk NUMERIC
@ATTRIBUTE cosine NUMERIC
@ATTRIBUTE questionOverlap NUMERIC
@ATTRIBUTE questionF NUMERIC
@ATTRIBUTE questionLesk NUMERIC
@ATTRIBUTE questionCosine NUMERIC
@ATTRIBUTE word_matching NUMERIC
@ATTRIBUTE neg_word_match NUMERIC
@ATTRIBUTE num_match NUMERIC
@ATTRIBUTE synonym_match NUMERIC
@ATTRIBUTE antonym_match NUMERIC
@ATTRIBUTE wup_similarity NUMERIC
@ATTRIBUTE accuracy {correct,contradictory,incorrect}

@DATA
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj13-l1.qa220,8,0.64,0.141025641025641,0.640512615220349,6,0.4,0.0452488687782805,0.403603676397787,0.666666666667,-1,1,0,0,0.577686202686,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj13-l1.qa221,8,0.64,0.141025641025641,0.640512615220349,6,0.4,0.0452488687782805,0.403603676397787,0.666666666667,-1,1,0,0,0.572924297924,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj13-l1.qa222,7,0.583333333333333,0.134615384615385,0.585369407004964,7,0.466666666666667,0.0497737556561086,0.470870955797419,0.583333333333,0,1,0,0,0.477289377289,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj14-l1.qa209,7,0.583333333333333,0.134615384615385,0.585369407004964,7,0.466666666666667,0.0497737556561086,0.470870955797419,0.583333333333,0,1,0,0,0.540781440781,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj15-l1.qa231,7,0.608695652173913,0.119047619047619,0.623609564462324,6,0.387096774193548,0.0588235294117647,0.388922234131299,0.5,-1,1,0,0,0.457388083439,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj15-l1.qa232,2,0.210526315789474,0.0227272727272727,0.21320071635561,2,0.16,0.0147058823529412,0.171498585142509,0.166666666667,0,0,0,0,0.499938949939,incorrect
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj15-l1.qa233,1,0.133333333333333,0.0227272727272727,0.150755672288882,1,0.0952380952380952,0.0147058823529412,0.121267812518166,0.0,0,0,0,0,0.642735042735,incorrect
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj18-l1.qa182,7,0.777777777777778,0.234567901234568,0.777777777777778,5,0.384615384615385,0.0849673202614379,0.404226041727222,0.416666666667,-1,1,0,0,0.4,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj19-l1.qa240,4,0.470588235294118,0.138888888888889,0.471404520791032,3,0.24,0.0661764705882353,0.257247877713763,0.333333333333,0,0,0,0,0.392361111111,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj19-l1.qa241,6,0.705882352941177,0.25,0.707106781186548,3,0.24,0.0220588235294118,0.257247877713763,0.25,0,-1,0,-1,0.503819444444,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj19-l1.qa242,1,0.181818181818182,0.0555555555555556,0.235702260395516,0,0,0,0,0.0,0,0,0,0,0.125,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj22-l1.qa208,3,0.315789473684211,0.0520833333333333,0.319801074533416,1,0.08,0.00735294117647059,0.0857492925712544,0.25,0,0,0,-1,0.555555555556,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj22-l1.qa209,8,0.8,0.282828282828283,0.80403025220737,4,0.285714285714286,0.0213903743315508,0.292508969650852,0.333333333333,0,0,0,-1,0.29696969697,incorrect
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj23-l1.qa185,7,0.823529411764706,0.513888888888889,0.824957911384306,5,0.4,0.0955882352941176,0.428746462856272,0.416666666667,0,1,0,0,0.444444444444,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj23-l1.qa186,8,0.941176470588235,0.694444444444444,0.942809041582063,4,0.32,0.0441176470588235,0.342997170285018,0.333333333333,0,1,0,-1,0.362962962963,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj24-l1.qa219,0,0,0,0,0,0,0,0,0.0,-1,0,0,0,0.240196078431,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj24-l1.qa220,9,0.461538461538462,0.062962962962963,0.547722557505166,9,0.382978723404255,0.0215686274509804,0.398526698493043,0.416666666667,0,-1,0,-1,0.331440162272,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj26-l1.qa226,2,0.266666666666667,0.0454545454545455,0.301511344577764,1,0.0952380952380952,0.0147058823529412,0.121267812518166,0.0833333333333,-1,0,0,0,0.504166666667,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj26-l1.qa227,2,0.307692307692308,0.0555555555555556,0.333333333333333,1,0.0952380952380952,0.0147058823529412,0.121267812518166,0.166666666667,0,0,0,0,0.5,incorrect
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj27-l1.qa206,1,0.153846153846154,0.0277777777777778,0.166666666666667,1,0.0952380952380952,0.0147058823529412,0.121267812518166,0.0,0,0,0,0,0.420512820513,incorrect
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj27-l1.qa207,1,0.153846153846154,0.0277777777777778,0.166666666666667,0,0,0,0,0.0,-1,0,0,0,0.323489010989,incorrect
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj27-l1.qa208,1,0.153846153846154,0.0277777777777778,0.166666666666667,1,0.0952380952380952,0.0147058823529412,0.121267812518166,0.0,0,0,0,0,0.437179487179,incorrect
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj29-l1.qa202,9,0.947368421052632,0.211111111111111,0.948683298050514,6,0.444444444444444,0.0588235294117647,0.460178993308422,0.666666666667,-1,1,0,0,0.6,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj30-l1.qa193,1,0.125,0.0181818181818182,0.134839972492648,1,0.0909090909090909,0.0117647058823529,0.108465228909328,0.0,0,0,0,0,0.514188034188,incorrect
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj30-l1.qa194,4,0.470588235294118,0.111111111111111,0.471404520791032,3,0.24,0.0220588235294118,0.257247877713763,0.333333333333,0,0,0,0,0.617361111111,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj30-l1.qa195,3,0.4,0.25,0.5,2,0.2,0.0392156862745098,0.280056016805602,0.333333333333,0,0,0,0,1.0,incorrect
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj31-l1.qa202,9,0.580645161290323,0.166666666666667,0.606779876216918,7,0.378378378378378,0.0441176470588235,0.379628301182648,0.5,0,0,0,-1,0.416666666667,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj33-l1.qa196,6,0.545454545454545,0.0707070707070707,0.545454545454545,5,0.357142857142857,0.0374331550802139,0.365636212063565,0.416666666667,-1,1,0,0,0.375641025641,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj33-l1.qa197,1,0.153846153846154,0.0277777777777778,0.166666666666667,1,0.0952380952380952,0.0147058823529412,0.121267812518166,0.0833333333333,0,0,0,0,0.410256410256,incorrect
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj35-l1.qa204,5,0.588235294117647,0.236111111111111,0.58925565098879,4,0.32,0.0588235294117647,0.342997170285018,0.333333333333,0,1,0,0,0.548014077426,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj35-l1.qa206,4,0.363636363636364,0.0341880341880342,0.369800130816819,5,0.333333333333333,0.0226244343891403,0.336336396998156,0.333333333333,0,0,0,-1,0.355952380952,incorrect
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj36-l1.qa213,7,0.777777777777778,0.259259259259259,0.777777777777778,4,0.307692307692308,0.0392156862745098,0.323380833381777,0.416666666667,0,0,0,0,0.444444444444,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj36-l1.qa214,6,0.75,0.285714285714286,0.755928946018454,2,0.166666666666667,0.0168067226890756,0.183339699405642,0.333333333333,0,0,0,0,0.285714285714,incorrect
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj36-l1.qa215,7,0.823529411764706,0.291666666666667,0.824957911384306,3,0.24,0.0220588235294118,0.257247877713763,0.333333333333,0,0,0,0,0.375,incorrect
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj36-l1.qa216,3,0.352941176470588,0.0714285714285714,0.358568582800318,1,0.0833333333333333,0.00840336134453781,0.0916698497028211,0.0833333333333,-1,0,0,0,0.268864468864,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj37-l1.qa182,7,0.736842105263158,0.166666666666667,0.737864787372622,4,0.296296296296296,0.0352941176470588,0.306785995538948,0.416666666667,-1,0,0,0,0.4,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj37-l1.qa183,8,0.842105263157895,0.244444444444444,0.843274042711568,5,0.37037037037037,0.0529411764705882,0.383482494423685,0.5,-1,1,0,0,0.5,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj38-l1.qa187,6,0.705882352941177,0.166666666666667,0.707106781186548,2,0.16,0.0147058823529412,0.171498585142509,0.333333333333,-1,0,0,0,0.25,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj38-l1.qa188,7,0.777777777777778,0.209876543209877,0.777777777777778,5,0.384615384615385,0.0849673202614379,0.404226041727222,0.416666666667,-1,1,0,0,0.444444444444,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj39-l1.qa224,7,0.636363636363636,0.0925925925925926,0.639009650422694,5,0.344827586206897,0.0343137254901961,0.350070021007002,0.416666666667,0,1,0,0,0.461437908497,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj39-l1.qa225,3,0.352941176470588,0.0694444444444444,0.353553390593274,2,0.16,0.0294117647058824,0.171498585142509,0.25,-1,1,0,0,0.450329939668,incorrect
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj39-l1.qa226,3,0.375,0.0793650793650794,0.377964473009227,3,0.25,0.0420168067226891,0.275009549108463,0.25,0,1,0,0,0.593234216764,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj39-l1.qa227,6,0.6,0.148148148148148,0.603022689155527,4,0.307692307692308,0.0392156862745098,0.323380833381777,0.416666666667,0,0,0,0,0.451851851852,incorrect
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj40-l1.qa215,8,0.695652173913043,0.174603174603175,0.712696645099798,6,0.387096774193548,0.0336134453781513,0.388922234131299,0.333333333333,0,-1,0,0,0.232142857143,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj40-l1.qa216,8,0.666666666666667,0.162962962962963,0.688530372659096,6,0.375,0.0313725490196078,0.37573457465109,0.333333333333,0,-1,0,0,0.279411764706,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj40-l1.qa217,6,0.545454545454545,0.171717171717172,0.545454545454545,5,0.357142857142857,0.0909090909090909,0.365636212063565,0.416666666667,-1,1,0,0,0.375641025641,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj40-l1.qa218,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.250980392157,incorrect
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj40-l1.qa219,2,0.285714285714286,0.0444444444444444,0.298142396999972,1,0.0909090909090909,0.0117647058823529,0.108465228909328,0.166666666667,0,-1,0,0,0.354166666667,incorrect
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj42-l1.qa202,5,0.5,0.123456790123457,0.502518907629606,4,0.307692307692308,0.065359477124183,0.323380833381777,0.333333333333,-1,0,0,0,0.306666666667,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj42-l1.qa203,4,0.5,0.158730158730159,0.50395263067897,2,0.166666666666667,0.0168067226890756,0.183339699405642,0.166666666667,0,0,0,0,0.383823529412,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj42-l1.qa204,7,0.736842105263158,0.166666666666667,0.737864787372622,5,0.37037037037037,0.0411764705882353,0.383482494423685,0.416666666667,-1,0,0,0,0.436363636364,incorrect
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj43-l1.qa201,9,0.818181818181818,0.151515151515152,0.818181818181818,7,0.5,0.0802139037433155,0.511890696888991,0.583333333333,0,1,0,0,0.551515151515,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj45-l1.qa192,7,0.636363636363636,0.12037037037037,0.639009650422694,6,0.413793103448276,0.0686274509803922,0.420084025208403,0.416666666667,0,1,0,0,0.422222222222,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj45-l1.qa193,7,0.666666666666667,0.166666666666667,0.667423812471915,5,0.37037037037037,0.0529411764705882,0.383482494423685,0.5,0,1,0,0,0.585490196078,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj46-l1.qa206,4,0.571428571428571,0.133333333333333,0.596284793999944,2,0.181818181818182,0.0235294117647059,0.216930457818656,0.25,0,0,0,-1,0.453333333333,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj46-l1.qa207,1,0.181818181818182,0.0555555555555556,0.235702260395516,1,0.105263157894737,0.0294117647058824,0.171498585142509,0.0833333333333,0,0,0,0,0.625,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj46-l1.qa208,4,0.615384615384615,0.166666666666667,0.666666666666667,1,0.0952380952380952,0.0147058823529412,0.121267812518166,0.166666666667,0,0,0,-1,0.316666666667,incorrect
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj47-l1.qa219,8,0.941176470588235,0.694444444444444,0.942809041582063,4,0.32,0.0441176470588235,0.342997170285018,0.333333333333,0,1,0,-1,0.408333333333,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb1-l1.qa166,5,0.588235294117647,0.152777777777778,0.58925565098879,4,0.32,0.0294117647058824,0.342997170285018,0.333333333333,0,0,0,0,0.376470588235,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb2-l1.qa170,2,0.235294117647059,0.0303030303030303,0.246182981958665,1,0.0869565217391304,0.00980392156862745,0.0990147542976674,0.0,0,0,0,0,0.315079365079,incorrect
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb4-l1.qa161,4,0.571428571428571,0.222222222222222,0.596284793999944,1,0.0909090909090909,0.0117647058823529,0.108465228909328,0.166666666667,-1,0,0,0,0.4,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb6-l1.qa162,5,0.555555555555556,0.111111111111111,0.555555555555556,3,0.230769230769231,0.0326797385620915,0.242535625036333,0.416666666667,-1,-1,0,0,0.488888888889,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb7-l1.qa159,3,0.4,0.25,0.5,0,0,0,0,0.25,0,0,0,0,0.75,incorrect
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb9-l1.qa175,8,0.842105263157895,0.244444444444444,0.843274042711568,5,0.37037037037037,0.0529411764705882,0.383482494423685,0.5,-1,1,0,0,0.454545454545,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb10-l1.qa159,2,0.235294117647059,0.0277777777777778,0.235702260395516,3,0.24,0.0220588235294118,0.257247877713763,0.166666666667,0,0,0,-1,0.499938949939,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb12-l1.qa165,3,0.333333333333333,0.125,0.353553390593274,0,0,0,0,0.25,0,0,0,0,0.583333333333,incorrect
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb13-l1.qa161,8,0.727272727272727,0.138888888888889,0.730296743340221,6,0.413793103448276,0.0490196078431373,0.420084025208403,0.5,0,1,0,0,0.466666666667,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb15-l1.qa161,5,0.555555555555556,0.135802469135802,0.555555555555556,2,0.153846153846154,0.0261437908496732,0.161690416690889,0.25,-1,0,0,0,0.25,incorrect
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb16-l1.qa161,2,0.285714285714286,0.0444444444444444,0.298142396999972,1,0.0909090909090909,0.0117647058823529,0.108465228909328,0.0833333333333,-1,0,0,0,0.271895424837,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb18-l1.qa171,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.245751633987,incorrect
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb19-l1.qa164,8,0.888888888888889,0.493827160493827,0.888888888888889,5,0.384615384615385,0.0588235294117647,0.404226041727222,0.5,0,1,0,0,0.5,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb20-l1.qa171,6,0.705882352941177,0.194444444444444,0.707106781186548,5,0.4,0.0955882352941176,0.428746462856272,0.416666666667,0,1,0,0,0.543209876543,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb22-l1.qa170,5,0.588235294117647,0.236111111111111,0.58925565098879,3,0.24,0.0367647058823529,0.257247877713763,0.333333333333,0,0,0,0,0.40625,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb25-l1.qa164,2,0.285714285714286,0.0888888888888889,0.298142396999972,0,0,0,0,0.0833333333333,-1,0,0,0,0.166666666667,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb26-l1.qa160,3,0.428571428571429,0.2,0.447213595499958,0,0,0,0,0.0833333333333,-1,0,0,0,0.166666666667,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb27-l1.qa159,9,1,1,1,4,0.307692307692308,0.0392156862745098,0.323380833381777,0.416666666667,0,1,0,-1,0.474074074074,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb28-l1.qa164,2,0.285714285714286,0.0444444444444444,0.298142396999972,1,0.0909090909090909,0.0117647058823529,0.108465228909328,0.0833333333333,0,-1,0,0,0.209325396825,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb29-l1.qa163,4,0.470588235294118,0.138888888888889,0.471404520791032,1,0.08,0.00735294117647059,0.0857492925712544,0.166666666667,-1,0,0,0,0.25,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb30-l1.qa166,4,0.470588235294118,0.138888888888889,0.471404520791032,1,0.08,0.00735294117647059,0.0857492925712544,0.166666666667,-1,0,0,0,0.222222222222,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb31-l1.qa159,1,0.142857142857143,0.0222222222222222,0.149071198499986,1,0.0909090909090909,0.0117647058823529,0.108465228909328,0.0,0,0,0,0,0.33641025641,incorrect
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb32-l1.qa163,1,0.133333333333333,0.0185185185185185,0.136082763487954,1,0.0869565217391304,0.00980392156862745,0.0990147542976674,0.0,0,0,0,0,0.325303454715,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb34-l1.qa159,9,0.818181818181818,0.4,0.821583836257749,6,0.444444444444444,0.211764705882353,0.460178993308422,0.75,0,1,0,0,0.636363636364,incorrect
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb35-l1.qa160,4,0.347826086956522,0.0476190476190476,0.356348322549899,3,0.193548387096774,0.0210084033613445,0.194461117065649,0.333333333333,0,1,0,0,0.339970890317,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb36-l1.qa159,3,0.222222222222222,0.0170454545454545,0.226133508433323,3,0.181818181818182,0.0110294117647059,0.18190171877725,0.166666666667,0,0,0,-1,0.342714340638,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb37-l1.qa159,4,0.533333333333333,0.185185185185185,0.544331053951817,3,0.260869565217391,0.0882352941176471,0.297044262893002,0.333333333333,0,0,0,0,0.375,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb39-l1.qa162,7,0.636363636363636,0.107438016528926,0.636363636363636,5,0.357142857142857,0.0481283422459893,0.365636212063565,0.5,0,1,0,0,0.422222222222,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb40-l1.qa160,7,0.823529411764706,0.263888888888889,0.824957911384306,3,0.24,0.0367647058823529,0.257247877713763,0.416666666667,-1,1,0,0,0.333333333333,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb41-l1.qa162,6,0.6,0.363636363636364,0.603022689155527,7,0.5,0.197860962566845,0.511890696888991,0.5,0,1,0,0,0.612076812077,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb42-l1.qa162,7,0.736842105263158,0.166666666666667,0.737864787372622,4,0.296296296296296,0.0352941176470588,0.306785995538948,0.416666666667,-1,-1,0,0,0.5,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj7-l1.qa186,7,0.777777777777778,0.234567901234568,0.777777777777778,5,0.384615384615385,0.0849673202614379,0.404226041727222,0.416666666667,-1,1,0,0,0.444444444444,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj8-l1.qa229,7,0.636363636363636,0.138888888888889,0.639009650422694,6,0.413793103448276,0.0490196078431373,0.420084025208403,0.5,0,1,0,0,0.505555555556,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj9-l1.qa190,8,0.842105263157895,0.166666666666667,0.843274042711568,5,0.37037037037037,0.0529411764705882,0.383482494423685,0.5,-1,1,0,0,0.454545454545,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj10-l1.qa211,6,0.5,0.166666666666667,0.501745206004254,6,0.4,0.0542986425339367,0.403603676397787,0.5,0,-1,0,0,0.514003944773,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj12-l1.qa184,8,0.727272727272727,0.138888888888889,0.730296743340221,6,0.413793103448276,0.0490196078431373,0.420084025208403,0.5,0,1,0,0,0.505555555556,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj14-l1.qa210,7,0.583333333333333,0.134615384615385,0.585369407004964,7,0.466666666666667,0.0497737556561086,0.470870955797419,0.583333333333,0,1,0,0,0.540781440781,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj19-l1.qa243,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.245751633987,incorrect
