@relation accuracy-weka.filters.unsupervised.attribute.Remove-R1

@attribute overlap numeric
@attribute F numeric
@attribute lesk numeric
@attribute cosine numeric
@attribute questionOverlap numeric
@attribute questionF numeric
@attribute questionLesk numeric
@attribute questionCosine numeric
@attribute word_matching numeric
@attribute neg_word_match numeric
@attribute num_match numeric
@attribute synonym_match numeric
@attribute antonym_match numeric
@attribute wup_similarity numeric
@attribute accuracy {correct,incorrect}

@data
4,0.266667,0.024845,0.315244,6,0.307692,0.027174,0.312772,0.333333,0,2,0,0,6.972549,incorrect
3,0.375,0.079365,0.377964,3,0.24,0.034722,0.25,0.111111,-1,1,0,0,3.266667,incorrect
4,0.533333,0.185185,0.544331,1,0.090909,0.010417,0.102062,0,0,0,0,0,1.748718,incorrect
3,0.4,0.089286,0.400892,4,0.333333,0.046875,0.353553,0.111111,-1,2,0,0,4,incorrect
4,0.470588,0.222222,0.471405,1,0.083333,0.007813,0.088388,0.111111,-1,0,1,0,2.682051,correct
3,0.428571,0.061224,0.428571,4,0.347826,0.071429,0.377964,0.222222,0,2,0,0,4,incorrect
7,0.736842,0.233333,0.737865,6,0.461538,0.1625,0.474342,0.444444,0,2,1,0,6.066667,correct
4,0.347826,0.126984,0.356348,5,0.263158,0.026786,0.272772,0.333333,0,0,1,0,6.144646,incorrect
6,0.48,0.051948,0.483494,8,0.457143,0.037879,0.492366,0.333333,0,0,0,0,3.927137,incorrect
5,0.322581,0.03268,0.324102,9,0.439024,0.031863,0.445566,0.333333,0,0,1,0,8.050967,incorrect
6,0.387097,0.065359,0.388922,5,0.243902,0.012255,0.247537,0.416667,0,0,1,0,7.577979,incorrect
3,0.375,0.128571,0.40452,1,0.068966,0.008333,0.091287,0.333333,0,0,1,0,2,incorrect
4,0.275862,0.019048,0.276026,2,0.102564,0.005556,0.105409,0.25,0,0,1,0,3.836652,incorrect
4,0.333333,0.042857,0.338062,2,0.117647,0.008333,0.129099,0.25,0,0,0,0,2.125541,incorrect
3,0.285714,0.027273,0.286039,2,0.117647,0.008333,0.129099,0.25,-1,0,1,0,4.453922,incorrect
8,0.533333,0.118056,0.534522,8,0.4,0.03125,0.408248,0.416667,0,0,1,0,6.311312,incorrect
6,0.315789,0.068966,0.371391,7,0.264151,0.015805,0.265334,0.5,0,0,1,0,14.042521,incorrect
8,0.32,0.057143,0.374166,10,0.338983,0.016667,0.345033,0.333333,0,0,0,0,12.010859,incorrect
12,0.96,0.923077,0.960769,4,0.235294,0.014652,0.242091,0.625,-1,3,3,0,8,correct
7,0.7,0.510417,0.714435,3,0.206897,0.017857,0.231455,0.3125,-1,0,3,0,4,correct
6,0.571429,0.240741,0.57735,3,0.2,0.015873,0.218218,0.25,-1,0,3,0,3,correct
0,0,0,0,0,0,0,0,0,-1,0,0,0,0.915033,incorrect
6,0.545455,0.133333,0.58554,3,0.214286,0.034014,0.247436,0.375,-1,0,0,0,6.461538,incorrect
11,0.846154,0.410714,0.848668,3,0.171429,0.010204,0.174964,0.5625,-1,3,5,0,10,correct
12,0.96,0.923077,0.960769,4,0.242424,0.02381,0.251976,0.5625,1,2,3,-1,7.266667,correct
11,0.846154,0.410714,0.848668,3,0.171429,0.010204,0.174964,0.5625,-1,3,2,0,10,correct
7,0.666667,0.231481,0.673575,3,0.2,0.015873,0.218218,0.3125,-1,0,3,0,4.444444,correct
2,0.25,0.041667,0.288675,1,0.08,0.011905,0.109109,0.125,-1,0,2,0,2,incorrect
0,0,0,0,0,0,0,0,0,-1,0,0,0,0.235294,incorrect
3,0.272727,0.047619,0.29277,3,0.214286,0.020408,0.247436,0.1875,-1,0,0,0,3.849774,incorrect
6,0.461538,0.1625,0.474342,5,0.322581,0.052381,0.345033,0.375,-1,0,2,0,4.25,incorrect
4,0.16,0.007619,0.174574,8,0.285714,0.010884,0.295084,0.1875,-1,-1,1,0,7.251307,incorrect
4,0.444444,0.222222,0.471405,2,0.148148,0.015873,0.178174,0.125,-1,0,1,0,1,incorrect
6,0.6,0.270833,0.612372,4,0.333333,0.046875,0.353553,0.2,0,0,2,-1,2.266667,correct
8,0.615385,0.190476,0.617213,5,0.333333,0.075893,0.334077,0.466667,0,1,1,-1,8.558333,incorrect
4,0.421053,0.190476,0.436436,1,0.086957,0.008929,0.094491,0.266667,0,1,0,0,4.791667,incorrect
7,0.636364,0.316239,0.64715,3,0.24,0.020833,0.25,0.266667,-1,0,3,0,3,correct
3,0.24,0.033333,0.244949,0,0,0,0,0.2,0,0,0,0,4.376571,incorrect
1,0.133333,0.027778,0.166667,1,0.105263,0.020833,0.144338,0.066667,0,0,1,0,1.5,incorrect
5,0.526316,0.202381,0.545545,3,0.26087,0.044643,0.283473,0.2,0,0,1,-1,2.266667,incorrect
4,0.347826,0.046154,0.350823,4,0.307692,0.025,0.316228,0.266667,0,0,3,0,3.428571,incorrect
7,0.666667,0.268519,0.673575,4,0.32,0.041667,0.333333,0.4,0,2,1,-1,4.695238,incorrect
2,0.222222,0.030769,0.248069,1,0.095238,0.0125,0.111803,0.066667,-1,0,0,0,0.266667,incorrect
3,0.375,0.104167,0.433013,1,0.1,0.015625,0.125,0.066667,0,0,0,-1,1.266667,incorrect
2,0.222222,0.027778,0.235702,1,0.090909,0.010417,0.102062,0.066667,0,0,1,0,1,incorrect
0,0,0,0,0,0,0,0,0,0,0,0,0,0.235294,incorrect
3,0.26087,0.022727,0.261116,3,0.222222,0.017045,0.226134,0.133333,0,-1,1,0,2.095238,incorrect
5,0.344828,0.120192,0.346688,5,0.3125,0.035156,0.3125,0.333333,0,0,2,0,6.569935,incorrect
5,0.357143,0.057292,0.360844,3,0.214286,0.026042,0.216506,0.2,-1,0,1,-1,3.088889,incorrect
5,0.357143,0.043269,0.358057,3,0.206897,0.024038,0.208013,0.333333,0,0,1,-1,4.407944,incorrect
2,0.16,0.012821,0.160128,2,0.137931,0.009615,0.138675,0.133333,-1,0,1,0,3.980769,incorrect
4,1,1,1,0,0,0,0,0.285714,0,0,0,0,2.461538,correct
0,0,0,0,0,0,0,0,0,0,0,0,0,0,incorrect
3,0.352941,0.096154,0.416025,10,0.5,0.05698,0.533761,0.142857,0,0,0,0,1.424974,correct
4,0.615385,0.25,0.632456,2,0.114286,0.009259,0.136083,0.571429,0,0,1,0,3.235294,incorrect
4,1,1,1,0,0,0,0,0.285714,0,0,0,0,2.461538,correct
2,0.333333,0.0625,0.353553,3,0.171429,0.013889,0.204124,0.285714,0,0,2,0,3,incorrect
3,0.315789,0.071429,0.358569,4,0.195122,0.010582,0.205738,0.142857,-1,0,1,0,1.961905,incorrect
0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,incorrect
1,0.1,0.01,0.1,0,0,0,0,0.1,0,0,1,0,5.307692,incorrect
1,0.142857,0.025,0.158114,0,0,0,0,0.1,0,0,0,0,1.133333,incorrect
6,0.705882,0.257143,0.717137,0,0,0,0,0.6,0,0,1,0,6,correct
0,0,0,0,0,0,0,0,0,0,0,0,0,0.307692,incorrect
1,0.142857,0.025,0.158114,0,0,0,0,0.1,0,0,0,0,1.133333,incorrect
0,0,0,0,0,0,0,0,0,0,0,0,0,0.808081,incorrect
4,0.533333,0.32,0.565685,0,0,0,0,0.4,0,0,1,0,4,incorrect
5,0.666667,0.18,0.707107,1,0.25,0.066667,0.258199,0.5,0,0,1,0,4,incorrect
4,0.444444,0.125,0.447214,0,0,0,0,0.4,0,0,0,0,4.066667,incorrect
3,0.333333,0.0625,0.33541,0,0,0,0,0.3,0,0,0,0,3.145788,incorrect
9,0.857143,0.372727,0.858116,2,0.285714,0.060606,0.348155,0.9,0,1,1,0,9,correct
7,0.736842,0.144444,0.737865,0,0,0,0,0.7,0,1,1,0,6,correct
3,0.545455,0.178571,0.566947,1,0.083333,0.0125,0.111803,0,0,0,0,0,1.682051,incorrect
3,0.333333,0.064935,0.341882,8,0.516129,0.054545,0.53936,0.285714,0,0,1,0,3.572549,incorrect
1,0.166667,0.03125,0.176777,1,0.083333,0.0125,0.111803,0,0,0,0,0,2.260317,incorrect
6,0.8,0.25,0.801784,3,0.214286,0.01875,0.237171,0.428571,-1,0,0,0,2.665385,incorrect
2,0.333333,0.114286,0.338062,0,0,0,0,0.285714,0,0,1,-1,3,incorrect
2,0.5,0.125,0.5,0,0,0,0,0.142857,-1,0,1,0,1,incorrect
2,0.571429,0.333333,0.57735,0,0,0,0,0.142857,0,0,1,0,1,correct
3,0.461538,0.138889,0.5,6,0.413793,0.077778,0.447214,0.428571,0,0,3,0,3.705882,correct
2,0.307692,0.055556,0.333333,4,0.275862,0.022222,0.298142,0.285714,0,0,2,0,2.533333,incorrect
1,0.25,0.0625,0.25,2,0.166667,0.025,0.223607,0.285714,0,0,0,0,1.796581,incorrect
6,0.48,0.111111,0.534522,4,0.210526,0.011111,0.210819,0.428571,-1,0,0,0,4.880769,incorrect
7,0.466667,0.142045,0.527645,8,0.380952,0.027273,0.381385,0.714286,0,0,5,0,8.610644,incorrect
2,0.333333,0.114286,0.338062,2,0.16,0.02,0.2,0,0,0,0,0,1.885973,incorrect
4,0.347826,0.071429,0.377964,11,0.611111,0.134375,0.614919,0.285714,0,0,2,0,6.498139,incorrect
2,0.25,0.041667,0.288675,4,0.25,0.016667,0.258199,0.285714,0,0,1,0,2.239216,incorrect
2,0.4,0.166667,0.408248,0,0,0,0,0.142857,-1,0,1,0,1.516667,correct
1,0.166667,0.028571,0.169031,0,0,0,0,0.142857,0,0,0,0,1.557692,correct
7,0.875,0.428571,0.881917,1,0.068966,0.005556,0.074536,1,0,0,2,0,5.533333,correct
5,0.769231,0.625,0.790569,1,0.068966,0.005952,0.077152,0.428571,-1,0,1,0,2,correct
1,0.25,0.0625,0.25,2,0.16,0.02381,0.218218,0.142857,0,0,0,0,1.137255,incorrect
0,0,0,0,0,0,0,0,0,0,0,0,0,1.243275,incorrect
7,1,1,1,2,0.142857,0.013605,0.164957,0.428571,0,0,1,0,3.066667,correct
3,0.5,0.142857,0.507093,0,0,0,0,0.285714,0,0,1,0,2,incorrect
2,0.571429,0.333333,0.57735,0,0,0,0,0.142857,0,0,1,0,1,correct
3,0.545455,0.3,0.547723,0,0,0,0,0.142857,-1,0,1,0,1,correct
0,0,0,0,0,0,0,0,0,0,0,0,0,0.916667,incorrect
4,0.5,0.113636,0.53936,4,0.25,0.017316,0.263181,0.428571,0,0,1,0,2.705882,incorrect
7,0.636364,0.363636,0.636364,7,0.5,0.197861,0.511891,0.5,0,1,1,0,5.682051,correct
0,0,0,0,0,0,0,0,0,0,0,0,0,0.737255,incorrect
8,0.842105,0.244444,0.843274,5,0.37037,0.052941,0.383482,0.5,-1,1,1,0,5,correct
6,0.461538,0.078431,0.485071,8,0.470588,0.055363,0.470588,0.416667,0,-3,1,0,8.183333,incorrect
7,0.636364,0.363636,0.636364,7,0.5,0.197861,0.511891,0.5,0,1,1,0,6.57094,correct
5,0.555556,0.160494,0.555556,3,0.230769,0.03268,0.242536,0.416667,0,0,1,0,3.470588,incorrect
7,0.823529,0.513889,0.824958,5,0.4,0.095588,0.428746,0.416667,0,1,1,0,4,incorrect
2,0.190476,0.018182,0.190693,1,0.074074,0.005882,0.076696,0.083333,0,-1,0,0,3.230556,incorrect
9,0.947368,0.9,0.948683,4,0.296296,0.035294,0.306786,0.416667,0,1,0,-1,4.266667,correct
2,0.166667,0.013986,0.167248,2,0.133333,0.00905,0.134535,0.083333,0,0,0,0,1.06203,incorrect
2,0.25,0.031746,0.251976,2,0.166667,0.016807,0.18334,0.166667,0,0,1,0,1.535714,incorrect
9,0.947368,0.9,0.948683,4,0.296296,0.035294,0.306786,0.416667,0,1,0,-1,4.266667,correct
3,0.222222,0.018519,0.235702,3,0.171429,0.009804,0.171499,0.166667,0,0,0,-1,4.999346,incorrect
8,0.761905,0.203704,0.7698,5,0.344828,0.034314,0.35007,0.416667,0,1,0,-1,5.155556,correct
2,0.266667,0.037037,0.272166,1,0.086957,0.009804,0.099015,0.083333,0,0,0,-1,1.914731,incorrect
4,0.444444,0.077922,0.455842,3,0.25,0.042017,0.27501,0.333333,0,1,1,0,4.066667,incorrect
11,1,1,1,6,0.444444,0.204545,0.452267,0.538462,-1,1,3,0,5.132051,correct
10,0.869565,0.136364,0.870388,7,0.5,0.057292,0.505181,0.615385,0,1,3,0,6.682051,incorrect
5,0.526316,0.055556,0.527046,3,0.24,0.020833,0.25,0.384615,0,0,1,0,2.533333,correct
4,0.421053,0.119048,0.436436,2,0.173913,0.017857,0.188982,0.230769,0,0,1,0,3.066667,incorrect
4,0.32,0.064935,0.322329,2,0.133333,0.008929,0.133631,0.307692,-1,-1,1,0,6.140385,incorrect
0,0,0,0,0,0,0,0,0,0,0,0,0,0.737255,incorrect
4,0.444444,0.083333,0.471405,2,0.181818,0.041667,0.204124,0.307692,0,1,1,0,3.266667,incorrect
4,0.444444,0.125,0.447214,2,0.166667,0.015625,0.176777,0.307692,0,0,0,0,2.405556,incorrect
8,0.8,0.18,0.8,5,0.384615,0.05625,0.395285,0.538462,0,1,1,0,5,correct
7,0.666667,0.146853,0.667424,5,0.37037,0.051136,0.376889,0.615385,0,1,3,0,6.588235,correct
9,0.692308,0.40625,0.711512,6,0.375,0.03125,0.375,0.461538,-1,1,0,-1,6.403922,correct
10,0.8,0.217949,0.800641,6,0.413793,0.048077,0.416025,0.538462,-1,1,3,0,6.955556,correct
7,0.777778,0.21875,0.782624,5,0.416667,0.101563,0.441942,0.461538,0,1,3,0,4,correct
8,1,1,1,6,0.5,0.28125,0.53033,0.615385,0,1,2,0,5,correct
6,0.555556,0.2125,0.559017,6,0.461538,0.125,0.474342,0.538462,0,-1,3,0,5.982692,incorrect
2,0.210526,0.025641,0.226455,2,0.181818,0.041667,0.204124,0.230769,0,-1,1,0,3.982692,incorrect
8,0.842105,0.244444,0.843274,4,0.32,0.041667,0.333333,0.461538,0,1,1,0,4,correct
12,0.96,0.782051,0.960769,6,0.428571,0.135417,0.433013,0.923077,0,1,4,0,9,incorrect
1,0.090909,0.008929,0.094491,0,0,0,0,0.071429,-1,0,0,0,2.084,incorrect
3,0.333333,0.160714,0.400892,0,0,0,0,0.285714,0,0,0,0,3.461538,incorrect
2,0.210526,0.028571,0.239046,0,0,0,0,0.142857,-1,0,0,0,1,incorrect
6,0.5,0.057143,0.507093,0,0,0,0,0.428571,0,0,0,0,6.278281,incorrect
4,0.296296,0.021978,0.2965,0,0,0,0,0.357143,0,0,1,0,6.315385,incorrect
0,0,0,0,0,0,0,0,0,-1,0,0,0,0.727273,incorrect
4,0.363636,0.053571,0.377964,0,0,0,0,0.285714,0,0,1,0,4.835488,incorrect
0,0,0,0,0,0,0,0,0,0,0,0,0,0,incorrect
2,0.181818,0.017857,0.188982,0,0,0,0,0.142857,0,0,1,0,3.60362,incorrect
1,0.1,0.011905,0.109109,0,0,0,0,0.071429,0,0,0,-1,1.65873,incorrect
3,0.3,0.035714,0.327327,0,0,0,0,0.214286,0,0,1,0,3.785714,incorrect
3,0.193548,0.021008,0.194461,0,0,0,0,0.214286,-1,0,0,0,2.595238,incorrect
2,0.2,0.02381,0.218218,0,0,0,0,0.214286,0,0,0,0,2.714286,incorrect
1,0.1,0.011905,0.109109,0,0,0,0,0.142857,0,0,0,0,2.815385,incorrect
3,0.25,0.021429,0.253546,0,0,0,0,0.214286,0,0,1,0,3.285714,incorrect
6,0.5,0.074074,0.516398,0,0,0,0,0.428571,0,0,0,0,5.314286,correct
8,0.571429,0.115385,0.572892,0,0,0,0,0.571429,-1,0,0,0,7.308772,correct
6,0.545455,0.166667,0.547723,0,0,0,0,0.142857,0,0,2,0,4.558308,correct
4,0.380952,0.069444,0.421637,0,0,0,0,0,0,0,0,0,2.602005,correct
11,0.594595,0.1,0.60553,0,0,0,0,0.428571,-1,0,1,0,11.865936,correct
3,0.333333,0.041667,0.353553,0,0,0,0,0.142857,0,0,0,0,3.692063,correct
10,0.740741,0.155556,0.745356,0,0,0,0,0.285714,0,0,0,0,6.334125,correct
7,0.518519,0.105556,0.521749,0,0,0,0,0.142857,0,0,0,0,4.543275,incorrect
7,0.583333,0.140741,0.602464,0,0,0,0,0.142857,0,0,1,0,3.802752,correct
11,0.846154,0.279762,0.848668,0,0,0,0,0.285714,0,0,0,0,6.281744,correct
3,0.333333,0.064935,0.341882,0,0,0,0,0.428571,0,0,1,0,5.03268,incorrect
6,0.48,0.125,0.5,0,0,0,0,0.571429,0,0,0,0,10,correct
5,0.714286,0.346939,0.714286,0,0,0,0,0.714286,0,0,0,0,5.6,incorrect
7,0.518519,0.103704,0.521749,0,0,0,0,0.571429,0,0,0,0,7.997199,correct
9,0.692308,0.198413,0.694365,0,0,0,0,0.285714,0,0,0,0,6.235294,correct
1,0.222222,0.071429,0.267261,0,0,0,0,0.142857,0,0,0,0,1,incorrect
9,0.666667,0.127778,0.67082,0,0,0,0,0.142857,0,0,0,0,5.779085,incorrect
2,0.222222,0.027778,0.235702,0,0,0,0,0,0,0,0,0,1.254902,incorrect
3,0.461538,0.166667,0.46291,0,0,0,0,0.428571,0,0,0,0,4.095238,incorrect
6,0.342857,0.061224,0.428571,0,0,0,0,0.857143,-1,0,0,0,16.935762,correct
11,0.846154,0.325397,0.848668,0,0,0,0,0.428571,0,0,0,0,7.037299,correct
7,0.777778,0.342593,0.777778,0,0,0,0,0.285714,0,0,0,0,5.357561,incorrect
4,0.571429,0.163265,0.571429,0,0,0,0,0.142857,0,0,0,0,1.916409,correct
7,0.583333,0.090278,0.583333,0,0,0,0,0.285714,0,0,0,0,4.124183,incorrect
1,0.166667,0.03125,0.176777,0,0,0,0,0.125,0,0,1,0,1.333333,incorrect
7,0.545455,0.153846,0.5547,6,0.461538,0.118343,0.461538,0.625,-1,0,0,0,6.842105,correct
9,0.75,0.193182,0.752618,3,0.25,0.062937,0.250873,0.625,0,0,1,0,6.235294,correct
3,0.428571,0.104167,0.433013,0,0,0,0,0.375,0,0,1,0,3,correct
4,0.421053,0.205128,0.452911,3,0.230769,0.029586,0.230769,0.25,-1,0,0,-1,5.442105,correct
2,0.210526,0.025641,0.226455,1,0.105263,0.012821,0.113228,0.125,0,0,0,0,2,incorrect
9,0.818182,0.341667,0.821584,0,0,0,0,0.666667,-1,0,1,0,6.077399,correct
3,0.4,0.053571,0.400892,0,0,0,0,0.333333,-1,0,0,0,3.842105,incorrect
8,0.761905,0.236364,0.76277,0,0,0,0,0.555556,-1,0,1,-1,4.077399,correct
5,0.555556,0.142857,0.569803,0,0,0,0,0.333333,-1,0,1,-2,3.333333,correct
5,0.526316,0.147727,0.533002,0,0,0,0,0.375,0,0,1,0,3.035294,correct
1,0.2,0.0625,0.25,0,0,0,0,0.125,0,0,0,0,1,incorrect
6,0.666667,0.225,0.67082,0,0,0,0,0.75,0,0,1,0,6.221053,incorrect
5,0.555556,0.2125,0.559017,0,0,0,0,0.625,0,0,2,-1,4.8,correct
4,0.571429,0.208333,0.57735,0,0,0,0,0.5,0,0,2,0,3,correct
2,0.190476,0.018182,0.190693,0,0,0,0,0.125,0,0,0,-1,1.662078,incorrect
8,0.842105,0.295455,0.852803,0,0,0,0,1,0,0,2,0,6.421053,correct
11,0.846154,0.2,0.856349,0,0,0,0,1,0,0,2,0,7.077399,correct
1,0.2,0.047619,0.218218,0,0,0,0,0.111111,-1,0,1,0,1.631579,incorrect
3,0.352941,0.041667,0.353553,0,0,0,0,0.333333,-1,0,0,0,4.421053,incorrect
5,0.5,0.054945,0.524142,0,0,0,0,0.555556,-1,0,0,0,6.863158,correct
1,0.222222,0.071429,0.267261,0,0,0,0,0,-1,0,0,0,1.375,incorrect
0,0,0,0,0,0,0,0,0,-1,0,0,0,0.619048,incorrect
6,0.666667,0.12987,0.683763,0,0,0,0,0.444444,-1,0,1,-1,4.842105,correct
8,0.761905,0.240741,0.7698,0,0,0,0,0.888889,1,0,3,0,7.021053,correct
0,0,0,0,0,0,0,0,0,-1,0,0,0,0.352941,incorrect
4,0.533333,0.071429,0.534522,0,0,0,0,0.444444,-1,0,1,-1,4,incorrect
5,0.588235,0.152778,0.589256,0,0,0,0,0.555556,1,0,2,0,5,incorrect
2,0.222222,0.024691,0.222222,0,0,0,0,0.222222,-1,0,1,0,1.656347,incorrect
2,0.16,0.015873,0.178174,0,0,0,0,0.071429,0,0,1,0,3.211111,incorrect
2,0.173913,0.022222,0.210819,0,0,0,0,0.071429,0,0,0,0,2.714286,incorrect
5,0.4,0.055556,0.445435,0,0,0,0,0.357143,0,0,0,0,4.695238,correct
9,0.580645,0.123932,0.588348,0,0,0,0,0.5,-1,0,1,0,9.021569,correct
4,0.266667,0.037037,0.272166,0,0,0,0,0.214286,0,0,0,0,4.017249,correct
12,0.774194,0.436975,0.777844,0,0,0,0,0.642857,0,0,3,0,9.155556,correct
8,0.592593,0.294118,0.613572,0,0,0,0,0.428571,0,0,2,0,6.162594,correct
4,0.363636,0.117647,0.433861,0,0,0,0,0.071429,0,0,0,0,1.477193,incorrect
0,0,0,0,0,0,0,0,0,0,0,0,0,0.555556,incorrect
11,0.709677,0.209184,0.713024,0,0,0,0,0.642857,0,0,3,0,8.711111,correct
11,0.6875,0.2,0.688847,4,0.266667,0.044444,0.266667,0.666667,0,0,2,0,6.554386,correct
4,0.545455,0.3,0.547723,1,0.1,0.013333,0.11547,0.5,0,0,1,0,3.8,incorrect
8,0.592593,0.226244,0.592999,4,0.285714,0.051282,0.286446,0.666667,-1,0,1,0,6.091667,incorrect
12,0.75,0.227451,0.751469,4,0.266667,0.035556,0.266667,0.666667,0,0,2,0,8.202778,incorrect
11,0.709677,0.163866,0.713024,4,0.275862,0.028571,0.276026,0.666667,0,0,2,0,6.99883,correct
8,0.592593,0.294118,0.613572,1,0.08,0.006667,0.08165,0.5,0,0,1,0,4.688889,correct
6,1,1,1,2,0.190476,0.022222,0.210819,1,0,0,2,0,6,correct
3,0.266667,0.037037,0.272166,1,0.083333,0.007407,0.086066,0.333333,0,0,2,0,4.222222,correct
3,0.333333,0.076923,0.372104,2,0.2,0.053333,0.23094,0.166667,0,0,0,0,2.691667,correct
9,0.75,0.566434,0.752618,4,0.307692,0.09697,0.3114,0.666667,0,0,2,0,7.332164,correct
5,0.454545,0.058333,0.456435,0,0,0,0,0.357143,-1,0,2,-1,3.035294,incorrect
6,0.461538,0.083333,0.467099,0,0,0,0,0.428571,0,0,2,-1,3.588235,correct
6,0.631579,0.171429,0.654654,0,0,0,0,0.357143,0,0,2,-1,2.714286,correct
2,0.2,0.041667,0.204124,1,0.1,0.010417,0.102062,0.285714,0,0,1,0,2.939683,incorrect
4,0.4,0.0625,0.408248,1,0.1,0.010417,0.102062,0.357143,0,0,0,0,3.419608,incorrect
6,0.571429,0.109091,0.572078,0,0,0,0,0.636364,0,0,0,0,6.059649,incorrect
10,0.833333,0.321678,0.836242,0,0,0,0,0.909091,0,0,1,0,8.823529,incorrect
5,0.384615,0.1125,0.416667,0,0,0,0,0.090909,0,0,1,0,3.167341,incorrect
5,0.4,0.060606,0.402015,0,0,0,0,0.454545,0,0,0,0,5.109423,correct
10,0.571429,0.117647,0.585018,0,0,0,0,0.727273,0,0,2,0,12.488221,correct
8,0.56,0.24026,0.564076,0,0,0,0,0.727273,0,0,2,0,8.245924,correct
0,0,0,0,0,0,0,0,0,0,0,0,0,1,incorrect
